SiteId,WSLat,WSLong,DateHrGmt,DateHrLwt,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidityPercent,SurfaceAirPressureKilopascals,CloudCoveragePercent,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,DownwardSolarRadiationWsqm,DiffuseHorizontalRadiationWsqm,DirectNormalIrradianceWsqm,MslPressureKilopascals,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph
2380226380,50.09872,-5.53308,01/01/2017 00:00:00,01/01/2017 00:00:00,10.3,7.929999828,9,85,102.3,100,10.3,10.3,30.4,250,0.00254,0,0,0,102.5,10.3,0,38.8
2380226380,50.09872,-5.53308,01/01/2017 01:00:00,01/01/2017 01:00:00,11.1,8.75,9.8,86,102.2,100,11.1,11.1,33.2,246,0.014,0,0,0,102.3,11.1,0,42.4
2380226380,50.09872,-5.53308,01/01/2017 02:00:00,01/01/2017 02:00:00,11.2,8.960000038,9.9,86,102,100,11.2,11.2,36.7,241,0.018,0,0,0,102.1,11.2,0,47.1
2380226380,50.09872,-5.53308,01/01/2017 03:00:00,01/01/2017 03:00:00,11.2,9.020000458,10,86,101.8,100,11.2,11.2,38.6,243,0.023,0,0,0,102,11.2,0,49.6
2380226380,50.09872,-5.53308,01/01/2017 04:00:00,01/01/2017 04:00:00,11.3,9.159999847,10.1,87,101.8,100,11.3,11.3,40.5,249,0.037,0,0,0,101.9,11.3,0,52.2
2380226380,50.09872,-5.53308,01/01/2017 05:00:00,01/01/2017 05:00:00,11.2,9.149999619,10.1,87,101.7,100,11.2,11.2,40.6,262,0.063,0,0,0,101.8,11.2,0,52.4
2380226380,50.09872,-5.53308,01/01/2017 06:00:00,01/01/2017 06:00:00,10.8,8.840000153,9.7,87,101.6,100,10.8,10.8,36.1,284,0.046,0,0,0,101.7,10.8,0,46.4
2380226380,50.09872,-5.53308,01/01/2017 07:00:00,01/01/2017 07:00:00,10.4,8.350000381,9.3,87,101.5,100,10.4,10.4,29.1,277,0.059,0,0,0,101.6,10.4,0,40.8
2380226380,50.09872,-5.53308,01/01/2017 08:00:00,01/01/2017 08:00:00,9.7,7.860000134,8.7,88,101.4,100,6.5,6.5,26.6,307,0.113,0,0,0,101.6,9.7,0,37.5
2380226380,50.09872,-5.53308,01/01/2017 09:00:00,01/01/2017 09:00:00,9.1,7.380000114,8.2,89,101.4,100,5.6,5.6,28.1,338,0.139,4,4,0,101.5,9.1,0,35.9
2380226380,50.09872,-5.53308,01/01/2017 10:00:00,01/01/2017 10:00:00,9.1,6.989999771,8,87,101.4,100,5.5,5.5,28.9,359,0.073,20,20,0,101.6,9.1,0,37.1
2380226380,50.09872,-5.53308,01/01/2017 11:00:00,01/01/2017 11:00:00,9,6.590000153,7.8,85,101.4,99,5,5,34,15,0.044,42,42,0,101.6,9,0,43.6
2380226380,50.09872,-5.53308,01/01/2017 12:00:00,01/01/2017 12:00:00,8.9,6.050000191,7.4,82,101.5,100,4.5,4.5,39.6,24,0.015,83,82,0,101.6,8.9,0,51.2
2380226380,50.09872,-5.53308,01/01/2017 13:00:00,01/01/2017 13:00:00,8.7,5.610000134,7.2,81,101.5,99,4.4,4.4,38.5,27,0,119,115,12,101.6,8.7,0,49.8
2380226380,50.09872,-5.53308,01/01/2017 14:00:00,01/01/2017 14:00:00,8.6,5.389999866,7,81,101.4,99,4.1,4.1,39,31,0,120,111,30,101.6,8.6,0,50.5
2380226380,50.09872,-5.53308,01/01/2017 15:00:00,01/01/2017 15:00:00,8.1,5.190000057,6.7,82,101.5,96,3.4,3.4,40.7,36,0.00254,60,60,0,101.6,8.1,0,52.7
2380226380,50.09872,-5.53308,01/01/2017 16:00:00,01/01/2017 16:00:00,7.6,4.820000172,6.2,82,101.6,98,2.5,2.5,45.6,36,0,12,12,0,101.7,7.6,0,59.5
2380226380,50.09872,-5.53308,01/01/2017 17:00:00,01/01/2017 17:00:00,7.3,4.449999809,5.9,82,101.7,100,1.9,1.9,49.2,37,0.00254,0,0,0,101.8,7.3,0,64.4
2380226380,50.09872,-5.53308,01/01/2017 18:00:00,01/01/2017 18:00:00,7.2,4.159999847,5.7,81,101.8,97,1.7,1.7,50.2,36,0,0,0,0,101.9,7.2,0,65.8
2380226380,50.09872,-5.53308,01/01/2017 19:00:00,01/01/2017 19:00:00,8,4.809999943,6.4,80,101.8,98,2.7,2.7,52,33,0.00254,0,0,0,101.9,8,0,68.2
2380226380,50.09872,-5.53308,01/01/2017 20:00:00,01/01/2017 20:00:00,7.5,4.539999962,6.1,81,101.8,100,2,2,53.5,40,0.023,0,0,0,102,7.5,0,70.3
2380226380,50.09872,-5.53308,01/01/2017 21:00:00,01/01/2017 21:00:00,7.1,4.090000153,5.6,81,101.9,100,1.5,1.5,51.2,43,0.021,0,0,0,102,7.1,0,67.2
2380226380,50.09872,-5.53308,01/01/2017 22:00:00,01/01/2017 22:00:00,7,3.799999952,5.5,80,102,100,1.4,1.4,49.4,43,0.017,0,0,0,102.1,7,0,64.7
2380226380,50.09872,-5.53308,01/01/2017 23:00:00,01/01/2017 23:00:00,6.9,3.539999962,5.3,79,102.1,91,1.3,1.3,48.7,45,0,0,0,0,102.2,6.9,0,63.7
2380226380,50.09872,-5.53308,01/02/2017 00:00:00,01/02/2017 00:00:00,6.8,3.390000105,5.2,79,102.1,71,1.2,1.2,48.5,47,0,0,0,0,102.3,6.8,0,63.5
2380226380,50.09872,-5.53308,01/02/2017 01:00:00,01/02/2017 01:00:00,6.7,3.50999999,5.2,80,102.2,68,1.4,1.4,42.4,49,0,0,0,0,102.3,6.7,0,55.1
2380226380,50.09872,-5.53308,01/02/2017 02:00:00,01/02/2017 02:00:00,6.7,3.539999962,5.2,81,102.2,79,1.3,1.3,43.4,51,0,0,0,0,102.4,6.7,0,56.5
2380226380,50.09872,-5.53308,01/02/2017 03:00:00,01/02/2017 03:00:00,6.6,3.410000086,5.1,80,102.3,60,1.4,1.4,41.5,53,0,0,0,0,102.4,6.6,0,53.9
2380226380,50.09872,-5.53308,01/02/2017 04:00:00,01/02/2017 04:00:00,6.7,3.329999924,5.1,79,102.4,31,1.4,1.4,42.3,53,0,0,0,0,102.5,6.7,0,55
2380226380,50.09872,-5.53308,01/02/2017 05:00:00,01/02/2017 05:00:00,6.7,3.309999943,5.1,79,102.4,0,1.4,1.4,41.6,55,0,0,0,0,102.6,6.7,0,54
2380226380,50.09872,-5.53308,01/02/2017 06:00:00,01/02/2017 06:00:00,6.6,3.339999914,5.1,79,102.5,0,1.4,1.4,40.9,57,0,0,0,0,102.6,6.6,0,53.2
2380226380,50.09872,-5.53308,01/02/2017 07:00:00,01/02/2017 07:00:00,6.7,3.869999886,5.3,82,102.5,0,1.3,1.3,43.9,60,0,0,0,0,102.7,6.7,0,57.2
2380226380,50.09872,-5.53308,01/02/2017 08:00:00,01/02/2017 08:00:00,6.5,3.619999886,5.2,82,102.6,2,1.2,1.2,43.1,59,0,0,0,0,102.8,6.5,0,56.1
2380226380,50.09872,-5.53308,01/02/2017 09:00:00,01/02/2017 09:00:00,6.4,3.329999924,4.9,81,102.7,0,1.1,1.1,41.4,59,0,29,27,149,102.8,6.4,0,53.9
2380226380,50.09872,-5.53308,01/02/2017 10:00:00,01/02/2017 10:00:00,6.5,3.029999971,4.9,79,102.8,0,1.3,1.3,40.4,60,0,128,64,496,102.9,6.5,0,52.5
2380226380,50.09872,-5.53308,01/02/2017 11:00:00,01/02/2017 11:00:00,6.6,2.75,4.8,76,102.9,0,1.6,1.6,38.9,60,0,223,77,662,103,6.6,0,50.5
2380226380,50.09872,-5.53308,01/02/2017 12:00:00,01/02/2017 12:00:00,6.8,2.450000048,4.8,74,102.9,0,1.9,1.9,37,59,0,270,65,740,103,6.8,0,47.9
2380226380,50.09872,-5.53308,01/02/2017 13:00:00,01/02/2017 13:00:00,7,2.329999924,4.8,72,102.9,3,2.4,2.4,34.2,60,0,267,69,673,103,7,0,44.1
2380226380,50.09872,-5.53308,01/02/2017 14:00:00,01/02/2017 14:00:00,7.2,2.079999924,4.8,70,102.9,6,2.6,2.6,34.1,64,0,225,63,597,103,7.2,0,44
2380226380,50.09872,-5.53308,01/02/2017 15:00:00,01/02/2017 15:00:00,7.3,1.690000057,4.7,68,102.8,3,2.8,2.8,32.9,64,0,146,83,296,103,7.3,0,42.4
2380226380,50.09872,-5.53308,01/02/2017 16:00:00,01/02/2017 16:00:00,7.2,1.330000043,4.5,67,102.9,1,2.7,2.7,32.7,61,0,43,43,0,103,7.2,0,42.1
2380226380,50.09872,-5.53308,01/02/2017 17:00:00,01/02/2017 17:00:00,7,1.190000057,4.3,66,102.9,3,2.5,2.5,32.7,60,0,0,0,0,103.1,7,0,42.1
2380226380,50.09872,-5.53308,01/02/2017 18:00:00,01/02/2017 18:00:00,6.9,0.870000005,4.2,65,103,4,2.4,2.4,32.3,62,0,0,0,0,103.1,6.9,0,41.7
2380226380,50.09872,-5.53308,01/02/2017 19:00:00,01/02/2017 19:00:00,7,1.169999957,4.3,66,103,4,2.5,2.5,31.7,65,0,0,0,0,103.2,7,0,40.8
2380226380,50.09872,-5.53308,01/02/2017 20:00:00,01/02/2017 20:00:00,6.8,1.049999952,4.2,67,103,2,2.4,2.4,30.2,66,0,0,0,0,103.1,6.8,0,38.9
2380226380,50.09872,-5.53308,01/02/2017 21:00:00,01/02/2017 21:00:00,6.8,1.120000005,4.2,67,103,5,2.5,2.5,28.3,69,0,0,0,0,103.1,6.8,0,36.3
2380226380,50.09872,-5.53308,01/02/2017 22:00:00,01/02/2017 22:00:00,6.7,1.00999999,4.2,67,103,4,2.6,2.6,26.8,69,0,0,0,0,103.2,6.7,0,34.4
2380226380,50.09872,-5.53308,01/02/2017 23:00:00,01/02/2017 23:00:00,6.7,0.889999986,4.1,67,103,4,2.7,2.7,25.4,69,0,0,0,0,103.2,6.7,0,32.5
2380226380,50.09872,-5.53308,01/03/2017 00:00:00,01/03/2017 00:00:00,6.7,0.730000019,4,66,103.1,5,2.8,2.8,23.9,68,0,0,0,0,103.2,6.7,0,30.5
2380226380,50.09872,-5.53308,01/03/2017 01:00:00,01/03/2017 01:00:00,5.8,-0.219999999,3.2,65,103.1,2,2,2,21,74,0,0,0,0,103.2,5.8,0,26.8
2380226380,50.09872,-5.53308,01/03/2017 02:00:00,01/03/2017 02:00:00,6,-0.239999995,3.3,64,103,2,2.2,2.2,20.6,73,0,0,0,0,103.2,6,0,26.3
2380226380,50.09872,-5.53308,01/03/2017 03:00:00,01/03/2017 03:00:00,6,-0.610000014,3.2,63,103,3,2.6,2.6,18,74,0,0,0,0,103.2,6,0,23.5
