SiteId,WSLat,WSLong,DateHrGmt,DateHrLwt,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidityPercent,SurfaceAirPressureKilopascals,CloudCoveragePercent,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,DownwardSolarRadiationWsqm,DiffuseHorizontalRadiationWsqm,DirectNormalIrradianceWsqm,MslPressureKilopascals,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph
2395630384,51.25412,0.47304,01/01/2015 00:00:00,01/01/2015 00:00:00,4.3,3.319999933,3.8,94,102.7,29,0.6,0.6,17.3,213,0,0,0,0,103.3,4.3,0,32
2395630384,51.25412,0.47304,01/01/2015 01:00:00,01/01/2015 01:00:00,4.7,3.460000038,4.1,92,102.6,45,0.5,0.5,22,206,0,0,0,0,103.3,4.7,0,41
2395630384,51.25412,0.47304,01/01/2015 02:00:00,01/01/2015 02:00:00,5.3,4.110000134,4.8,92,102.6,86,1.3,1.3,21.7,212,0,0,0,0,103.2,5.3,0,40.5
2395630384,51.25412,0.47304,01/01/2015 03:00:00,01/01/2015 03:00:00,5.8,4.739999771,5.3,93,102.5,95,2,2,21,213,0,0,0,0,103.2,5.8,0,39.4
2395630384,51.25412,0.47304,01/01/2015 04:00:00,01/01/2015 04:00:00,6.2,5.25,5.7,94,102.5,94,2.4,2.4,21.7,211,0.00254,0,0,0,103.2,6.2,0,40.5
2395630384,51.25412,0.47304,01/01/2015 05:00:00,01/01/2015 05:00:00,6.5,5.559999943,6.1,94,102.6,95,2.8,2.8,22.2,209,0.00254,0,0,0,103.2,6.5,0,41.4
2395630384,51.25412,0.47304,01/01/2015 06:00:00,01/01/2015 06:00:00,6.7,5.710000038,6.2,94,102.6,100,2.8,2.8,23.2,207,0.00254,0,0,0,103.2,6.7,0,43.2
2395630384,51.25412,0.47304,01/01/2015 07:00:00,01/01/2015 07:00:00,6.8,5.909999847,6.3,94,102.5,98,2.7,2.7,26.6,207,0.00254,0,0,0,103.2,6.8,0,49.8
2395630384,51.25412,0.47304,01/01/2015 08:00:00,01/01/2015 08:00:00,6.7,5.71999979,6.2,93,102.5,100,2.4,2.4,28.3,209,0.00254,0,0,0,103.1,6.7,0,53
2395630384,51.25412,0.47304,01/01/2015 09:00:00,01/01/2015 09:00:00,6.6,5.46999979,6,93,102.4,100,2.1,2.1,29.9,206,0.00254,9,9,0,103.1,6.6,0,55.8
2395630384,51.25412,0.47304,01/01/2015 10:00:00,01/01/2015 10:00:00,6.6,5.369999886,6,92,102.4,100,2.2,2.2,29.8,208,0,22,22,0,103.1,6.6,0,55.8
2395630384,51.25412,0.47304,01/01/2015 11:00:00,01/01/2015 11:00:00,6.7,5.409999847,6.1,91,102.4,100,2.3,2.3,29.9,209,0.00254,32,31,0,103.1,6.7,0,55.8
2395630384,51.25412,0.47304,01/01/2015 12:00:00,01/01/2015 12:00:00,6.9,5.570000172,6.2,91,102.4,100,2.6,2.6,29.7,210,0.00254,37,37,0,103.1,6.9,0,55.7
2395630384,51.25412,0.47304,01/01/2015 13:00:00,01/01/2015 13:00:00,7.3,6.170000076,6.7,92,102.3,100,3.1,3.1,29.8,209,0.00254,34,34,0,103,7.3,0,55.9
2395630384,51.25412,0.47304,01/01/2015 14:00:00,01/01/2015 14:00:00,7.6,6.510000229,7,93,102.2,100,3.3,3.3,32.2,210,0.00254,21,21,0,102.9,7.6,0,60.4
2395630384,51.25412,0.47304,01/01/2015 15:00:00,01/01/2015 15:00:00,7.6,6.610000134,7.1,93,102.1,100,3.2,3.2,34.2,211,0.00254,8,7,0,102.8,7.6,0,63.9
2395630384,51.25412,0.47304,01/01/2015 16:00:00,01/01/2015 16:00:00,7.9,6.889999866,7.4,94,102,100,3.6,3.6,33.6,213,0.00254,0,0,0,102.7,7.9,0,62.6
2395630384,51.25412,0.47304,01/01/2015 17:00:00,01/01/2015 17:00:00,8.3,7.269999981,7.8,93,102,100,4,4,34.2,215,0,0,0,0,102.6,8.3,0,63.7
2395630384,51.25412,0.47304,01/01/2015 18:00:00,01/01/2015 18:00:00,8.7,7.650000095,8.2,93,101.9,100,4.6,4.6,35.6,216,0.00254,0,0,0,102.6,8.7,0,66.1
2395630384,51.25412,0.47304,01/01/2015 19:00:00,01/01/2015 19:00:00,8.9,7.710000038,8.3,93,101.8,99,4.6,4.6,37.5,213,0.00254,0,0,0,102.4,8.9,0,70.1
2395630384,51.25412,0.47304,01/01/2015 20:00:00,01/01/2015 20:00:00,9.2,8.079999924,8.6,93,101.7,99,4.9,4.9,40.1,216,0.00254,0,0,0,102.4,9.2,0,74.9
2395630384,51.25412,0.47304,01/01/2015 21:00:00,01/01/2015 21:00:00,9.6,8.479999542,9,93,101.6,98,5.3,5.3,41.7,218,0.024,0,0,0,102.3,9.6,0,77.7
2395630384,51.25412,0.47304,01/01/2015 22:00:00,01/01/2015 22:00:00,10.1,9.050000191,9.5,93,101.6,99,10.1,10.1,41.4,221,0.016,0,0,0,102.3,10.1,0,77.2
2395630384,51.25412,0.47304,01/01/2015 23:00:00,01/01/2015 23:00:00,10.7,9.56000042,10.1,93,101.6,100,10.7,10.7,40.6,224,0.027,0,0,0,102.2,10.7,0,75.8
2395630384,51.25412,0.47304,01/02/2015 00:00:00,01/02/2015 00:00:00,11.2,10.22999954,10.7,93,101.6,100,11.2,11.2,40,226,0.015,0,0,0,102.2,11.2,0,74.7
2395630384,51.25412,0.47304,01/02/2015 01:00:00,01/02/2015 01:00:00,11.2,10.21000004,10.7,94,101.5,100,11.2,11.2,39.4,225,0.018,0,0,0,102.2,11.2,0,73.6
2395630384,51.25412,0.47304,01/02/2015 02:00:00,01/02/2015 02:00:00,11.8,10.77000046,11.2,94,101.4,100,11.8,11.8,40.4,226,0.025,0,0,0,102.1,11.8,0,75.5
2395630384,51.25412,0.47304,01/02/2015 03:00:00,01/02/2015 03:00:00,12.4,11.43999958,11.9,94,101.4,100,12.4,12.4,40.5,236,0.039,0,0,0,102,12.4,0,75.8
2395630384,51.25412,0.47304,01/02/2015 04:00:00,01/02/2015 04:00:00,12.2,11.10999966,11.6,94,101.5,100,12.2,12.2,31.7,259,0.04,0,0,0,102.2,12.2,0,65.2
2395630384,51.25412,0.47304,01/02/2015 05:00:00,01/02/2015 05:00:00,11.3,9.93999958,10.5,92,101.7,100,11.3,11.3,28.2,281,0.018,0,0,0,102.3,11.3,0,68.6
2395630384,51.25412,0.47304,01/02/2015 06:00:00,01/02/2015 06:00:00,9.5,7.679999828,8.5,89,101.9,99,6.2,6.2,26.4,291,0,0,0,0,102.5,9.5,0,69.7
2395630384,51.25412,0.47304,01/02/2015 07:00:00,01/02/2015 07:00:00,9.1,7.599999905,8.3,90,101.9,100,6.6,6.6,16.8,276,0,0,0,0,102.6,9.1,0,62.1
2395630384,51.25412,0.47304,01/02/2015 08:00:00,01/02/2015 08:00:00,7.6,5.929999828,6.7,89,102.1,99,4.7,4.7,16.7,282,0,0,0,0,102.8,7.6,0,58.6
