SiteId,WSLat,WSLong,DateHrGmt,DateHrLwt,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidityPercent,SurfaceAirPressureKilopascals,CloudCoveragePercent,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,DownwardSolarRadiationWsqm,DiffuseHorizontalRadiationWsqm,DirectNormalIrradianceWsqm,MslPressureKilopascals,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph
2380226380,50.09872,-5.53308,01/01/2016 00:00:00,01/01/2016 00:00:00,10.1,1.809999943,6.2,56,101.8,51,10.1,10.1,15.5,202,0,0,0,0,101.9,10.1,0,25.8
2380226380,50.09872,-5.53308,01/01/2016 01:00:00,01/01/2016 01:00:00,9.4,2.710000038,6.2,63,101.8,64,6.7,6.7,19.3,174,0,0,0,0,102,9.4,0,24.9
2380226380,50.09872,-5.53308,01/01/2016 02:00:00,01/01/2016 02:00:00,9.7,3.119999886,6.5,64,101.7,95,6.5,6.5,25,167,0,0,0,0,101.9,9.7,0,31.8
2380226380,50.09872,-5.53308,01/01/2016 03:00:00,01/01/2016 03:00:00,9.9,3.470000029,6.8,64,101.7,98,6.6,6.6,28.3,162,0,0,0,0,101.8,9.9,0,36.1
2380226380,50.09872,-5.53308,01/01/2016 04:00:00,01/01/2016 04:00:00,10.1,4.119999886,7.1,66,101.6,94,10.1,10.1,33.3,153,0,0,0,0,101.7,10.1,0,42.6
2380226380,50.09872,-5.53308,01/01/2016 05:00:00,01/01/2016 05:00:00,10.3,4.619999886,7.5,68,101.5,94,10.3,10.3,39,148,0,0,0,0,101.6,10.3,0,50.3
2380226380,50.09872,-5.53308,01/01/2016 06:00:00,01/01/2016 06:00:00,10.4,5.110000134,7.7,70,101.4,94,10.4,10.4,44.1,145,0,0,0,0,101.5,10.4,0,57.1
2380226380,50.09872,-5.53308,01/01/2016 07:00:00,01/01/2016 07:00:00,10.3,5.840000153,8,74,101.2,100,10.3,10.3,51.7,145,0.00254,0,0,0,101.4,10.3,0,67.5
2380226380,50.09872,-5.53308,01/01/2016 08:00:00,01/01/2016 08:00:00,10.2,6.619999886,8.4,79,101.1,100,10.2,10.2,54.9,140,0.032,0,0,0,101.2,10.2,0,72
2380226380,50.09872,-5.53308,01/01/2016 09:00:00,01/01/2016 09:00:00,10.3,7.599999905,8.9,84,101,100,10.3,10.3,59,137,0.051,8,8,0,101.1,10.3,0,77.6
2380226380,50.09872,-5.53308,01/01/2016 10:00:00,01/01/2016 10:00:00,10.7,8.430000305,9.5,86,100.9,100,10.7,10.7,57.1,150,0.139,13,13,0,101,10.7,0,75
