SiteId,WSLat,WSLong,DateHrGmt,DateHrLwt,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidityPercent,SurfaceAirPressureKilopascals,CloudCoveragePercent,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,DownwardSolarRadiationWsqm,DiffuseHorizontalRadiationWsqm,DirectNormalIrradianceWsqm,MslPressureKilopascals,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph
2395630384,51.25412,0.47304,01/01/2016 00:00:00,01/01/2016 00:00:00,4,3.24000001,3.6,95,101.4,6,0.8,0.8,13.8,260,0,0,0,0,102.1,4,0,39.6
2395630384,51.25412,0.47304,01/01/2016 01:00:00,01/01/2016 01:00:00,3.6,2.75,3.2,93,101.5,28,0.4,0.4,13.2,245,0,0,0,0,102.1,3.6,0,35.2
2395630384,51.25412,0.47304,01/01/2016 02:00:00,01/01/2016 02:00:00,3.3,2.579999924,2.9,94,101.5,37,0.4,0.4,11.3,251,0,0,0,0,102.2,3.3,0,33.8
2395630384,51.25412,0.47304,01/01/2016 03:00:00,01/01/2016 03:00:00,2.7,2.190000057,2.4,96,101.6,42,0.5,0.5,8,246,0,0,0,0,102.2,2.7,0,28.8
2395630384,51.25412,0.47304,01/01/2016 04:00:00,01/01/2016 04:00:00,2.1,1.799999952,1.9,97,101.6,36,0.2,0.2,6.6,244,0,0,0,0,102.3,2.1,0,23.5
2395630384,51.25412,0.47304,01/01/2016 05:00:00,01/01/2016 05:00:00,1.1,0.949999988,0.9,97,101.6,49,1.1,1.1,3.7,245,0,0,0,0,102.3,1.1,0,20.3
2395630384,51.25412,0.47304,01/01/2016 06:00:00,01/01/2016 06:00:00,0.6,0.310000002,0.3,97,101.6,57,0.6,0.6,0.5,61,0,0,0,0,102.3,0.6,0,18
2395630384,51.25412,0.47304,01/01/2016 07:00:00,01/01/2016 07:00:00,2.4,1.669999957,2,94,101.7,94,0.5,0.5,6.7,86,0,0,0,0,102.3,2.4,0,12.9
2395630384,51.25412,0.47304,01/01/2016 08:00:00,01/01/2016 08:00:00,3.2,2.039999962,2.6,91,101.6,100,0.5,0.5,10.4,91,0,0,0,0,102.3,3.2,0,17.4
2395630384,51.25412,0.47304,01/01/2016 09:00:00,01/01/2016 09:00:00,4.7,2.74000001,3.8,87,101.6,100,1.5,1.5,14.8,103,0,41,36,47,102.3,4.7,0,26.9
2395630384,51.25412,0.47304,01/01/2016 10:00:00,01/01/2016 10:00:00,6,3.400000095,4.8,83,101.5,100,2.7,2.7,17.2,117,0,93,50,280,102.2,6,0,32
2395630384,51.25412,0.47304,01/01/2016 11:00:00,01/01/2016 11:00:00,6.8,3.650000095,5.3,80,101.5,100,3.4,3.4,20,127,0,132,101,134,102.1,6.8,0,37.6
2395630384,51.25412,0.47304,01/01/2016 12:00:00,01/01/2016 12:00:00,7.3,3.609999895,5.5,78,101.4,100,3.7,3.7,22.5,134,0,158,122,133,102,7.3,0,42.2
2395630384,51.25412,0.47304,01/01/2016 13:00:00,01/01/2016 13:00:00,7.6,3.950000048,5.8,78,101.2,100,3.8,3.8,25.8,133,0,141,114,97,101.9,7.6,0,48.3
2395630384,51.25412,0.47304,01/01/2016 14:00:00,01/01/2016 14:00:00,7.5,4.599999905,6.1,82,101.1,100,3.7,3.7,26,137,0.00254,79,79,0,101.7,7.5,0,48.6
2395630384,51.25412,0.47304,01/01/2016 15:00:00,01/01/2016 15:00:00,7.5,5.510000229,6.5,88,100.9,100,3.6,3.6,26.2,138,0.00254,26,26,0,101.6,7.5,0,49
2395630384,51.25412,0.47304,01/01/2016 16:00:00,01/01/2016 16:00:00,7.3,5.579999924,6.4,89,100.8,100,3.3,3.3,26.9,137,0.00254,0,0,0,101.5,7.3,0,50.4
2395630384,51.25412,0.47304,01/01/2016 17:00:00,01/01/2016 17:00:00,7.2,5.570000172,6.4,90,100.8,100,3.1,3.1,28,139,0.00254,0,0,0,101.4,7.2,0,52.6
2395630384,51.25412,0.47304,01/01/2016 18:00:00,01/01/2016 18:00:00,7.2,5.300000191,6.3,88,100.7,98,3.1,3.1,28.7,139,0.00254,0,0,0,101.3,7.2,0,53.9
2395630384,51.25412,0.47304,01/01/2016 19:00:00,01/01/2016 19:00:00,7.6,5.489999771,6.6,86,100.5,99,3.4,3.4,32.1,138,0,0,0,0,101.2,7.6,0,60.5
2395630384,51.25412,0.47304,01/01/2016 20:00:00,01/01/2016 20:00:00,7.6,5.329999924,6.5,86,100.3,100,3.2,3.2,33.2,142,0.034,0,0,0,101,7.6,0,62.3
2395630384,51.25412,0.47304,01/01/2016 21:00:00,01/01/2016 21:00:00,7.3,5.639999866,6.5,90,100.2,100,2.9,2.9,32.5,143,0.105,0,0,0,100.8,7.3,0,60.8
2395630384,51.25412,0.47304,01/01/2016 22:00:00,01/01/2016 22:00:00,7.4,6.090000153,6.8,91,100.1,100,3,3,32.8,142,0.031,0,0,0,100.7,7.4,0,61.3
2395630384,51.25412,0.47304,01/01/2016 23:00:00,01/01/2016 23:00:00,7.5,6.289999962,6.9,93,100,100,3.1,3.1,32.9,145,0.022,0,0,0,100.6,7.5,0,61.7
2395630384,51.25412,0.47304,01/02/2016 00:00:00,01/02/2016 00:00:00,7.5,6.53000021,7,94,99.9,100,3.2,3.2,31.9,149,0.02,0,0,0,100.6,7.5,0,59.7
2395630384,51.25412,0.47304,01/02/2016 01:00:00,01/02/2016 01:00:00,8.2,7.309999943,7.8,94,99.9,100,4.4,4.4,28.3,152,0.021,0,0,0,100.5,8.2,0,53.2
2395630384,51.25412,0.47304,01/02/2016 02:00:00,01/02/2016 02:00:00,8.6,7.710000038,8.1,94,99.8,100,4.9,4.9,28.6,156,0.016,0,0,0,100.4,8.6,0,53.7
2395630384,51.25412,0.47304,01/02/2016 03:00:00,01/02/2016 03:00:00,9.1,8.090000153,8.6,93,99.6,100,5.5,5.5,28.4,155,0.00254,0,0,0,100.3,9.1,0,53.4
2395630384,51.25412,0.47304,01/02/2016 04:00:00,01/02/2016 04:00:00,9.4,8.260000229,8.8,93,99.6,100,5.8,5.8,29.8,158,0.016,0,0,0,100.2,9.4,0,55.8
2395630384,51.25412,0.47304,01/02/2016 05:00:00,01/02/2016 05:00:00,9.7,8.279999733,8.9,91,99.5,100,6.2,6.2,29.7,161,0.00254,0,0,0,100.1,9.7,0,55.7
2395630384,51.25412,0.47304,01/02/2016 06:00:00,01/02/2016 06:00:00,9.8,8.06000042,8.9,89,99.5,100,6.5,6.5,28.7,162,0.00254,0,0,0,100.1,9.8,0,53.8
2395630384,51.25412,0.47304,01/02/2016 07:00:00,01/02/2016 07:00:00,9.7,7.699999809,8.6,87,99.4,100,6.2,6.2,30.4,162,0.00254,0,0,0,100.1,9.7,0,57.2
2395630384,51.25412,0.47304,01/02/2016 08:00:00,01/02/2016 08:00:00,9.8,7.769999981,8.7,88,99.4,99,6.3,6.3,30,162,0.00254,0,0,0,100,9.8,0,56.4
2395630384,51.25412,0.47304,01/02/2016 09:00:00,01/02/2016 09:00:00,9.8,7.78000021,8.7,88,99.4,98,6.2,6.2,31.3,161,0.015,6,6,0,100,9.8,0,58.8
